Dataset,Group,Model,Category,TNNT-Category,Possible,Actual,Wrong,Total,Error,Precision,Recall,Fm__PR,Fm_2PR,Fm_P2R,Undergeneration,Overgeneration,Substitution
"WNUT17","bs3","stanford_class3_model","PERSON","tnnt:Person",1970,788,1537.50,2094,0.734241,0.706218,0.282487,0.403553,0.543245,0.321008,0.662944,0.157360,0.838102
"WNUT17","gs18","stanza_model","PERSON","tnnt:Person",1809,1283,1479.50,2187,0.676497,0.551442,0.391100,0.457633,0.509653,0.415248,0.499724,0.294622,0.781768
"WNUT17","gs18","spacy_sm_model","PERSON","tnnt:Person",1379,1603,1477.50,2087,0.707954,0.380225,0.441987,0.408786,0.391156,0.428080,0.350979,0.441672,0.681006
"WNUT17","gs18","spacy_md_model","PERSON","tnnt:Person",1593,2351,1919.00,2755,0.696552,0.355593,0.524796,0.423935,0.380104,0.479193,0.253610,0.494258,0.703112
"WNUT17","gs18","spacy_lg_model","PERSON","tnnt:Person",1486,1951,1561.00,2353,0.663408,0.405946,0.532974,0.460867,0.426265,0.501583,0.270525,0.444387,0.730627
"WNUT17","ss4","bert_model","PER","tnnt:Person",1433,1095,940.50,1663,0.565544,0.659817,0.504187,0.571598,0.621452,0.529149,0.396371,0.210046,0.835260
"WNUT17","ss4","flair_model","PER","tnnt:Person",1819,1084,1380.00,2074,0.665381,0.640221,0.381528,0.478126,0.563769,0.415072,0.544255,0.235240,0.837153
"WNUT17","gs18","flair_ontonotes_model","PERSON","tnnt:Person",1775,1034,1276.50,1976,0.646002,0.676499,0.394085,0.498042,0.591693,0.429985,0.530704,0.194391,0.839736
"WNUT17","ss4","flair_pooled_model","PER","tnnt:Person",1780,1088,1368.50,2048,0.668213,0.624540,0.381742,0.473849,0.554061,0.413925,0.539326,0.246324,0.828659
"WNUT17","ss4","allennlp_ner","PER","tnnt:Person",1762,1597,1584.00,2357,0.672041,0.484033,0.438706,0.460256,0.474233,0.447079,0.431328,0.372574,0.771457
"WNUT17","bs3","polyglot_model","PER","tnnt:Person",1567,1425,1326.00,2069,0.640889,0.521404,0.474154,0.496658,0.511215,0.482907,0.410976,0.352281,0.804984
"WNUT17","gs18","flair_ontonotes_model","ORG","tnnt:Organisation",955,564,958.00,1162,0.824441,0.361702,0.213613,0.268598,0.317658,0.232664,0.626178,0.367021,0.571429
"WNUT17","gs18","spacy_sm_model","LOC","tnnt:Location",28,28,28.00,28,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","stanza_model","WORK_OF_ART","tnnt:WorkOfArt",439,232,516.50,572,0.902972,0.239224,0.126424,0.165425,0.202999,0.139588,0.774487,0.573276,0.560606
"WNUT17","gs18","spacy_sm_model","WORK_OF_ART","tnnt:WorkOfArt",178,184,279.00,308,0.905844,0.157609,0.162921,0.160221,0.158643,0.161830,0.696629,0.706522,0.537037
"WNUT17","gs18","spacy_md_model","WORK_OF_ART","tnnt:WorkOfArt",258,176,332.50,368,0.903533,0.201705,0.137597,0.163594,0.184511,0.146937,0.744186,0.625000,0.537879
"WNUT17","gs18","spacy_lg_model","WORK_OF_ART","tnnt:WorkOfArt",248,223,367.00,401,0.915212,0.152466,0.137097,0.144374,0.149123,0.139918,0.717742,0.686099,0.485714
"WNUT17","nl5","nltk_model","PERSON","tnnt:Person",1843,1838,2009.00,2654,0.756971,0.350925,0.349973,0.350448,0.350734,0.350163,0.442756,0.441240,0.628043
"WNUT17","ss4","bert_model","MISC","tnnt:NPLLE",728,804,1044.00,1186,0.880270,0.176617,0.195055,0.185379,0.180020,0.191066,0.524725,0.569652,0.410405
"WNUT17","ss4","flair_model","MISC","tnnt:NPLLE",1008,488,1164.00,1262,0.922345,0.200820,0.097222,0.131016,0.165541,0.108407,0.767857,0.520492,0.418803
"WNUT17","gs18","flair_ontonotes_model","WORK_OF_ART","tnnt:WorkOfArt",502,315,648.00,707,0.916549,0.187302,0.117530,0.144431,0.167423,0.126991,0.780876,0.650794,0.536364
"WNUT17","ss4","flair_fast_model","MISC","tnnt:NPLLE",955,564,1181.00,1286,0.918351,0.186170,0.109948,0.138249,0.163500,0.119754,0.756021,0.586879,0.450644
"WNUT17","gs18","flair_fast_ontonotes_model","WORK_OF_ART","tnnt:WorkOfArt",478,205,566.50,609,0.930213,0.207317,0.088912,0.124451,0.163713,0.100378,0.845188,0.639024,0.574324
"WNUT17","ss4","flair_pooled_model","MISC","tnnt:NPLLE",1061,488,1222.00,1322,0.924357,0.204918,0.094251,0.129116,0.165948,0.105664,0.786051,0.534836,0.440529
"WNUT17","gs18","stanza_model","NORP","tnnt:NORP",347,62,356.50,376,0.948138,0.314516,0.056196,0.095355,0.163866,0.067241,0.904899,0.467742,0.590909
"WNUT17","gs18","spacy_sm_model","NORP","tnnt:NORP",162,132,207.50,230,0.902174,0.170455,0.138889,0.153061,0.163043,0.144231,0.604938,0.515152,0.351562
"WNUT17","gs18","spacy_md_model","NORP","tnnt:NORP",255,111,306.50,325,0.943077,0.166667,0.072549,0.101093,0.132332,0.081786,0.839216,0.630631,0.451220
"WNUT17","gs18","spacy_lg_model","NORP","tnnt:NORP",218,122,276.00,296,0.932432,0.163934,0.091743,0.117647,0.141643,0.100604,0.798165,0.639344,0.454545
"WNUT17","gs18","stanza_model","FAC","tnnt:FAC",42,42,42.00,42,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","spacy_lg_model","LOC","tnnt:Location",29,29,29.00,29,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","nl5","nltk_model","ORGANIZATION","tnnt:Organisation",983,1631,1777.50,2033,0.874324,0.156652,0.259919,0.195486,0.170175,0.229642,0.408952,0.643777,0.439759
"WNUT17","gs18","flair_ontonotes_model","FAC","tnnt:FAC",37,37,37.00,37,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","flair_fast_ontonotes_model","FAC","tnnt:FAC",33,33,33.00,33,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","bs3","stanford_class3_model","ORGANIZATION","tnnt:Organisation",1106,428,1093.50,1254,0.872010,0.375000,0.145118,0.209257,0.284776,0.165396,0.746835,0.345794,0.573214
"WNUT17","gs18","stanza_model","ORG","tnnt:Organisation",944,727,1009.00,1243,0.811746,0.321871,0.247881,0.280072,0.303738,0.259827,0.546610,0.411279,0.546729
"WNUT17","gs18","spacy_sm_model","ORG","tnnt:Organisation",686,1149,1137.50,1341,0.848248,0.177111,0.296647,0.221798,0.192635,0.261367,0.279883,0.570061,0.411943
"WNUT17","gs18","spacy_md_model","ORG","tnnt:Organisation",829,1193,1264.50,1507,0.839084,0.203269,0.292521,0.239862,0.216479,0.268907,0.378770,0.568315,0.470874
"WNUT17","gs18","spacy_lg_model","ORG","tnnt:Organisation",866,1250,1220.50,1508,0.809350,0.230000,0.331986,0.271739,0.245056,0.304943,0.297921,0.513600,0.472862
"WNUT17","ss4","flair_fast_model","ORG","tnnt:Organisation",1023,888,1162.00,1416,0.820621,0.286036,0.248289,0.265829,0.277596,0.255020,0.516129,0.442568,0.513131
"WNUT17","sc7","stanford_class7_model","PERSON","tnnt:Person",1901,524,1547.50,1952,0.792777,0.771947,0.212783,0.333608,0.506005,0.248831,0.751184,0.097328,0.855180
"WNUT17","ss4","stanford_class4_model","MISC","tnnt:NPLLE",878,361,1054.00,1113,0.946990,0.163435,0.067198,0.095238,0.127046,0.076168,0.856492,0.650970,0.468254
"WNUT17","gs18","stanza_model","LOC","tnnt:Location",14,14,14.00,14,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","spacy_md_model","LOC","tnnt:Location",21,21,21.00,21,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","nl5","nltk_model","LOCATION","tnnt:Location",7,7,7.00,7,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","flair_ontonotes_model","LOC","tnnt:Location",13,13,13.00,13,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","flair_fast_ontonotes_model","LOC","tnnt:Location",21,21,21.00,21,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","spacy_sm_model","EVENT","tnnt:Event",9,9,9.00,9,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","ss4","flair_model","ORG","tnnt:Organisation",946,653,996.50,1213,0.821517,0.331547,0.228858,0.270794,0.304244,0.243971,0.591966,0.408882,0.560881
"WNUT17","gs18","stanza_model","PRODUCT","tnnt:Product",431,77,427.00,457,0.934354,0.389610,0.069606,0.118110,0.202977,0.083287,0.881671,0.337662,0.588235
"WNUT17","gs18","flair_ontonotes_model","PRODUCT","tnnt:Product",442,47,432.00,453,0.953642,0.446809,0.047511,0.085890,0.166667,0.057851,0.918552,0.234043,0.583333
"WNUT17","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation",959,595,948.00,1171,0.809564,0.374790,0.232534,0.287001,0.333932,0.251636,0.600626,0.356303,0.582245
"WNUT17","bs3","polyglot_model","ORG","tnnt:Organisation",894,584,905.50,1114,0.812837,0.357021,0.233221,0.282138,0.322755,0.250601,0.592841,0.376712,0.572802
"WNUT17","gs18","spacy_md_model","PRODUCT","tnnt:Product",305,164,370.00,400,0.925000,0.182927,0.098361,0.127932,0.156087,0.108382,0.773770,0.579268,0.434783
"WNUT17","gs18","flair_fast_ontonotes_model","DATE","tnnt:Date",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","ss4","allennlp_ner","ORG","tnnt:Organisation",748,416,692.50,876,0.790525,0.441106,0.245321,0.315292,0.380390,0.269219,0.614973,0.307692,0.637153
"WNUT17","gs18","spacy_lg_model","DATE","tnnt:Date",8,8,8.00,8,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","spacy_sm_model","FAC","tnnt:FAC",26,26,26.00,26,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","spacy_md_model","FAC","tnnt:FAC",35,35,35.00,35,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","nl5","nltk_model","FACILITY","tnnt:FO",423,31,431.50,433,0.996536,0.048387,0.003546,0.006608,0.013711,0.004353,0.950355,0.322581,0.071429
"WNUT17","gs18","spacy_lg_model","FAC","tnnt:FAC",39,39,39.00,39,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","spacy_lg_model","PRODUCT","tnnt:Product",261,153,318.00,349,0.911175,0.202614,0.118774,0.149758,0.177549,0.129490,0.750958,0.575163,0.476923
"WNUT17","gs18","stanza_model","DATE","tnnt:Date",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","spacy_md_model","DATE","tnnt:Date",6,6,6.00,6,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","flair_ontonotes_model","DATE","tnnt:Date",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","flair_ontonotes_model","NORP","tnnt:NORP",393,55,402.00,421,0.954869,0.345455,0.048346,0.084821,0.154976,0.058390,0.931298,0.509091,0.703704
"WNUT17","gs18","flair_fast_ontonotes_model","NORP","tnnt:NORP",381,58,385.00,406,0.948276,0.362069,0.055118,0.095672,0.171289,0.066372,0.913386,0.431034,0.636364
"WNUT17","gs18","spacy_md_model","EVENT","tnnt:Event",4,4,4.00,4,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","flair_fast_ontonotes_model","PRODUCT","tnnt:Product",456,63,451.00,477,0.945493,0.412698,0.057018,0.100193,0.183616,0.068892,0.907895,0.333333,0.619048
"WNUT17","gs18","spacy_sm_model","LANGUAGE","tnnt:Language",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","sc7","stanford_class7_model","ORGANIZATION","tnnt:Organisation",1239,730,1354.00,1554,0.871300,0.273973,0.161421,0.203149,0.240442,0.175871,0.665052,0.431507,0.481928
"WNUT17","gs18","spacy_lg_model","LAW","tnnt:Law",4,4,4.00,4,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","spacy_sm_model","LAW","tnnt:Law",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","stanza_model","TIME","tnnt:Time",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","spacy_md_model","LANGUAGE","tnnt:Language",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","flair_ontonotes_model","EVENT","tnnt:Event",4,4,4.00,4,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","flair_fast_ontonotes_model","EVENT","tnnt:Event",7,7,7.00,7,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","spacy_md_model","TIME","tnnt:Time",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","stanza_model","EVENT","tnnt:Event",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","spacy_lg_model","EVENT","tnnt:Event",7,7,7.00,7,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"WNUT17","gs18","spacy_lg_model","LANGUAGE","tnnt:Language",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
