Dataset,Group,Model,Category,TNNT-Category,Possible,Actual,Wrong,Total,Error,Precision,Recall,Fm__PR,Fm_2PR,Fm_P2R,Undergeneration,Overgeneration,Substitution
"re3d","ss4","allennlp_ner","PER","tnnt:Person",296,154,229.50,316,0.726266,0.561688,0.292230,0.384444,0.474232,0.323244,0.547297,0.129870,0.645522
"re3d","gs18","spacy_sm_model","PRODUCT","tnnt:Product",191,19,197.00,199,0.989950,0.105263,0.010471,0.019048,0.037453,0.012771,0.942408,0.421053,0.181818
"re3d","nl5","nltk_model","PERSON","tnnt:Person",315,282,297.00,398,0.746231,0.358156,0.320635,0.338358,0.349965,0.327497,0.368254,0.294326,0.507538
"re3d","sc7","stanford_class7_model","ORGANIZATION","tnnt:Organisation",1208,204,1145.50,1246,0.919342,0.492647,0.083195,0.142351,0.248271,0.099782,0.862583,0.186275,0.605422
"re3d","bs3","polyglot_model","ORG","tnnt:Organisation",888,177,812.00,905,0.897238,0.525424,0.104730,0.174648,0.291353,0.124698,0.819820,0.096045,0.581250
"re3d","gs18","spacy_sm_model","PERSON","tnnt:Person",312,176,279.50,358,0.780726,0.446023,0.251603,0.321721,0.386319,0.275632,0.583333,0.261364,0.603846
"re3d","gs18","spacy_lg_model","FAC","tnnt:FAC",9,9,9.00,9,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","stanza_model","LOC","tnnt:Location",621,32,602.50,626,0.962460,0.734375,0.037842,0.071975,0.156876,0.046701,0.956522,0.156250,0.870370
"re3d","gs18","spacy_sm_model","LOC","tnnt:Location",629,33,612.00,633,0.966825,0.636364,0.033386,0.063444,0.137976,0.041193,0.953895,0.121212,0.724138
"re3d","gs18","spacy_md_model","LOC","tnnt:Location",640,28,625.50,644,0.971273,0.660714,0.028906,0.055389,0.123005,0.035742,0.962500,0.142857,0.770833
"re3d","gs18","spacy_lg_model","LOC","tnnt:Location",606,35,586.00,611,0.959083,0.714286,0.041254,0.078003,0.167560,0.050834,0.950495,0.142857,0.833333
"re3d","gs18","flair_ontonotes_model","LOC","tnnt:Location",604,30,590.00,610,0.967213,0.666667,0.033113,0.063091,0.138122,0.040883,0.960265,0.200000,0.833333
"re3d","gs18","flair_fast_ontonotes_model","LOC","tnnt:Location",598,28,582.50,602,0.967608,0.696429,0.032609,0.062300,0.137324,0.040289,0.959866,0.142857,0.812500
"re3d","gs18","spacy_sm_model","ORG","tnnt:Organisation",1057,237,975.50,1097,0.889243,0.512658,0.114948,0.187790,0.302993,0.136058,0.813623,0.168776,0.616751
"re3d","gs18","spacy_md_model","ORG","tnnt:Organisation",1058,244,976.50,1106,0.882911,0.530738,0.122401,0.198925,0.318338,0.144660,0.814745,0.196721,0.660714
"re3d","gs18","stanza_model","PERSON","tnnt:Person",291,159,222.50,313,0.710863,0.569182,0.310997,0.402222,0.488134,0.342026,0.529210,0.138365,0.660584
"re3d","ss4","allennlp_ner","MISC","tnnt:NPLLE",322,161,350.00,395,0.886076,0.279503,0.139752,0.186335,0.232919,0.155280,0.726708,0.453416,0.511364
"re3d","bs3","polyglot_model","PER","tnnt:Person",234,177,167.50,261,0.641762,0.528249,0.399573,0.454988,0.496285,0.420036,0.358974,0.152542,0.623333
"re3d","gs18","stanza_model","FAC","tnnt:FAC",16,16,16.00,16,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","nl5","nltk_model","ORGANIZATION","tnnt:Organisation",1071,205,1032.50,1119,0.922699,0.421951,0.080766,0.135580,0.228715,0.096347,0.853408,0.234146,0.550955
"re3d","gs18","flair_ontonotes_model","FAC","tnnt:FAC",13,13,13.00,13,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","ss4","flair_fast_model","ORG","tnnt:Organisation",1058,218,986.00,1098,0.897996,0.513761,0.105860,0.175549,0.290155,0.125843,0.831758,0.183486,0.629213
"re3d","gs18","flair_fast_ontonotes_model","FAC","tnnt:FAC",14,14,14.00,14,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","stanza_model","ORG","tnnt:Organisation",1026,234,929.00,1068,0.869850,0.594017,0.135478,0.220635,0.354230,0.160212,0.812865,0.179487,0.723958
"re3d","gs18","spacy_lg_model","ORG","tnnt:Organisation",982,229,901.50,1025,0.879512,0.539301,0.125764,0.203964,0.325342,0.148545,0.810591,0.187773,0.663978
"re3d","ss4","flair_fast_model","PER","tnnt:Person",292,147,223.00,311,0.717042,0.598639,0.301370,0.400911,0.500000,0.334601,0.561644,0.129252,0.687500
"re3d","gs18","flair_fast_ontonotes_model","PERSON","tnnt:Person",279,153,207.00,299,0.692308,0.601307,0.329749,0.425926,0.516274,0.362490,0.523297,0.130719,0.691729
"re3d","gs18","stanza_model","NORP","tnnt:NORP",34,49,37.50,55,0.681818,0.357143,0.514706,0.421687,0.380435,0.472973,0.176471,0.428571,0.625000
"re3d","sc7","stanford_class7_model","PERSON","tnnt:Person",304,124,249.00,320,0.778125,0.572581,0.233553,0.331776,0.443750,0.264925,0.644737,0.129032,0.657407
"re3d","bs3","stanford_class3_model","PERSON","tnnt:Person",309,153,253.50,335,0.756716,0.532680,0.263754,0.352814,0.442454,0.293377,0.588997,0.169935,0.641732
"re3d","gs18","spacy_lg_model","PRODUCT","tnnt:Product",174,12,182.00,182,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.977011,0.666667,0.000000
"re3d","ss4","allennlp_ner","ORG","tnnt:Organisation",1061,185,991.00,1093,0.906679,0.551351,0.096136,0.163724,0.283176,0.115150,0.855796,0.172973,0.666667
"re3d","ss4","stanford_class4_model","MISC","tnnt:NPLLE",314,103,326.50,359,0.909471,0.315534,0.103503,0.155875,0.223829,0.119573,0.815287,0.436893,0.560345
"re3d","gs18","flair_ontonotes_model","PERSON","tnnt:Person",281,150,203.00,296,0.685811,0.620000,0.330961,0.431555,0.527809,0.364992,0.519573,0.100000,0.688889
"re3d","ss4","stanford_class4_model","ORGANIZATION","tnnt:Organisation",1075,197,1037.50,1127,0.920586,0.454315,0.083256,0.140723,0.240204,0.099511,0.865116,0.263959,0.617241
"re3d","bs3","stanford_class3_model","ORGANIZATION","tnnt:Organisation",1204,147,1164.50,1237,0.941390,0.493197,0.060216,0.107328,0.202288,0.073040,0.905316,0.224490,0.635965
"re3d","ss4","flair_model","ORG","tnnt:Organisation",1032,207,957.50,1067,0.897376,0.528986,0.106105,0.176755,0.294355,0.126298,0.833333,0.169082,0.636628
"re3d","gs18","flair_ontonotes_model","ORG","tnnt:Organisation",1009,227,901.50,1045,0.862679,0.632159,0.142220,0.232201,0.374283,0.168309,0.810704,0.158590,0.751309
"re3d","gs18","flair_fast_ontonotes_model","ORG","tnnt:Organisation",1012,230,910.50,1050,0.867143,0.606522,0.137846,0.224638,0.361025,0.163043,0.810277,0.165217,0.726562
"re3d","ss4","flair_pooled_model","ORG","tnnt:Organisation",1056,210,978.50,1090,0.897706,0.530952,0.105587,0.176145,0.294040,0.125733,0.833333,0.161905,0.633523
"re3d","gs18","spacy_sm_model","FAC","tnnt:FAC",10,10,10.00,10,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","nl5","nltk_model","LOCATION","tnnt:Location",596,4,593.50,596,0.995805,0.625000,0.004195,0.008333,0.020425,0.005235,0.993289,0.000000,0.625000
"re3d","gs18","spacy_md_model","FAC","tnnt:FAC",9,9,9.00,9,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","spacy_lg_model","LANGUAGE","tnnt:Language",3,3,3.00,3,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","ss4","bert_model","PER","tnnt:Person",257,134,187.50,272,0.689338,0.630597,0.328794,0.432225,0.532787,0.363597,0.536965,0.111940,0.710084
"re3d","ss4","bert_model","MISC","tnnt:NPLLE",285,120,308.50,342,0.902047,0.279167,0.117544,0.165432,0.218954,0.132937,0.778947,0.475000,0.531746
"re3d","gs18","flair_ontonotes_model","NORP","tnnt:NORP",33,53,39.50,57,0.692982,0.330189,0.530303,0.406977,0.357143,0.472973,0.121212,0.452830,0.603448
"re3d","gs18","spacy_md_model","PRODUCT","tnnt:Product",184,20,190.00,194,0.979381,0.200000,0.021739,0.039216,0.075758,0.026455,0.945652,0.500000,0.400000
"re3d","gs18","spacy_md_model","NORP","tnnt:NORP",33,52,44.50,58,0.767241,0.259615,0.409091,0.317647,0.280083,0.366848,0.181818,0.480769,0.500000
"re3d","gs18","spacy_lg_model","NORP","tnnt:NORP",31,51,45.00,59,0.762712,0.274510,0.451613,0.341463,0.297872,0.400000,0.258065,0.549020,0.608696
"re3d","ss4","bert_model","ORG","tnnt:Organisation",915,210,839.50,950,0.883684,0.526190,0.120765,0.196444,0.314815,0.142765,0.808743,0.166667,0.631429
"re3d","ss4","flair_fast_model","MISC","tnnt:NPLLE",306,114,325.50,360,0.904167,0.302632,0.112745,0.164286,0.226378,0.128924,0.803922,0.473684,0.575000
"re3d","gs18","flair_fast_ontonotes_model","NORP","tnnt:NORP",29,47,34.50,51,0.676471,0.351064,0.568966,0.434211,0.380184,0.506135,0.137931,0.468085,0.660000
"re3d","nl5","nltk_model","FACILITY","tnnt:FO",920,6,916.50,920,0.996196,0.583333,0.003804,0.007559,0.018538,0.004748,0.993478,0.000000,0.583333
"re3d","gs18","spacy_sm_model","NORP","tnnt:NORP",28,38,34.00,46,0.739130,0.315789,0.428571,0.363636,0.333333,0.400000,0.285714,0.473684,0.600000
"re3d","gs18","spacy_sm_model","LANGUAGE","tnnt:Language",3,3,3.00,3,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","ss4","flair_model","MISC","tnnt:NPLLE",307,118,322.50,360,0.895833,0.317797,0.122150,0.176471,0.240693,0.139302,0.788274,0.449153,0.576923
"re3d","ss4","flair_pooled_model","MISC","tnnt:NPLLE",303,99,321.00,353,0.909348,0.323232,0.105611,0.159204,0.228898,0.122044,0.838284,0.505051,0.653061
"re3d","gs18","stanza_model","LANGUAGE","tnnt:Language",3,3,3.00,3,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","stanza_model","PRODUCT","tnnt:Product",188,23,189.00,197,0.959391,0.347826,0.042553,0.075829,0.142857,0.051613,0.925532,0.391304,0.571429
"re3d","gs18","stanza_model","EVENT","tnnt:Event",4,4,4.00,4,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","stanza_model","LAW","tnnt:Law",69,18,60.00,72,0.833333,0.666667,0.173913,0.275862,0.425532,0.204082,0.782609,0.166667,0.800000
"re3d","gs18","spacy_sm_model","LAW","tnnt:Law",65,13,63.50,69,0.920290,0.423077,0.084615,0.141026,0.235043,0.100733,0.861538,0.307692,0.611111
"re3d","gs18","flair_ontonotes_model","LAW","tnnt:Law",67,12,63.00,70,0.900000,0.583333,0.104478,0.177215,0.304348,0.125000,0.865672,0.250000,0.777778
"re3d","gs18","flair_fast_ontonotes_model","LAW","tnnt:Law",70,13,66.00,73,0.904110,0.538462,0.100000,0.168675,0.286885,0.119454,0.857143,0.230769,0.700000
"re3d","gs18","stanza_model","WORK_OF_ART","tnnt:WorkOfArt",60,10,59.50,64,0.929688,0.450000,0.075000,0.128571,0.225000,0.090000,0.900000,0.400000,0.750000
"re3d","gs18","spacy_lg_model","WORK_OF_ART","tnnt:WorkOfArt",60,18,68.50,72,0.951389,0.194444,0.058333,0.089744,0.132576,0.067829,0.900000,0.666667,0.583333
"re3d","gs18","flair_ontonotes_model","EVENT","tnnt:Event",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","spacy_sm_model","WORK_OF_ART","tnnt:WorkOfArt",60,17,71.00,73,0.972603,0.117647,0.033333,0.051948,0.078125,0.038911,0.933333,0.764706,0.500000
"re3d","gs18","flair_ontonotes_model","WORK_OF_ART","tnnt:WorkOfArt",62,9,63.00,67,0.940299,0.444444,0.064516,0.112676,0.204082,0.077821,0.935484,0.555556,1.000000
"re3d","sc7","stanford_class7_model","MONEY","tnnt:Money",37,4,36.50,38,0.960526,0.375000,0.040541,0.073171,0.141509,0.049342,0.918919,0.250000,0.500000
"re3d","gs18","spacy_sm_model","CARDINAL","tnnt:Cardinal",48,48,48.00,48,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","spacy_md_model","CARDINAL","tnnt:Cardinal",49,49,49.00,49,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","spacy_lg_model","CARDINAL","tnnt:Cardinal",48,48,48.00,48,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","stanza_model","CARDINAL","tnnt:Cardinal",49,49,49.00,49,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","flair_fast_ontonotes_model","CARDINAL","tnnt:Cardinal",49,49,49.00,49,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","flair_ontonotes_model","CARDINAL","tnnt:Cardinal",49,49,49.00,49,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","stanza_model","MONEY","tnnt:Money",16,2,14.50,16,0.906250,0.750000,0.093750,0.166667,0.312500,0.113636,0.875000,0.000000,0.750000
"re3d","gs18","spacy_sm_model","MONEY","tnnt:Money",17,5,17.50,19,0.921053,0.300000,0.088235,0.136364,0.202703,0.102740,0.823529,0.400000,0.500000
"re3d","gs18","spacy_md_model","MONEY","tnnt:Money",12,4,12.50,14,0.892857,0.375000,0.125000,0.187500,0.267857,0.144231,0.833333,0.500000,0.750000
"re3d","gs18","spacy_lg_model","MONEY","tnnt:Money",17,3,15.50,17,0.911765,0.500000,0.088235,0.150000,0.258621,0.105634,0.823529,0.000000,0.500000
"re3d","sc7","stanford_class7_model","PERCENT","tnnt:Percent",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","flair_ontonotes_model","PERCENT","tnnt:Percent",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","stanza_model","PERCENT","tnnt:Percent",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","spacy_sm_model","PERCENT","tnnt:Percent",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","spacy_md_model","PERCENT","tnnt:Percent",2,2,2.00,2,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","spacy_lg_model","PERCENT","tnnt:Percent",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
"re3d","gs18","flair_fast_ontonotes_model","PERCENT","tnnt:Percent",1,1,1.00,1,1.000000,0.000000,0.000000,-1.000000,-1.000000,-1.000000,0.000000,0.000000,0.000000
